Peak	PeakRanges	Gene	rObs	pvalZ
12101	34847	chr22:30969471-30971439	TUG1	0.993346757888362	4.44089209850063e-16
12102	34856	chr22:31160181-31160243	RNF185	0.995652345705101	1.53249635204133e-11
12103	34858	chr22:31212273-31248487	LIMK2	0.99284068224507	0
12104	34860	chr22:31292498-31292499	PIK3IP1-AS1	0.992813676013134	2.31603625167054e-12
12105	34862	chr22:31346776-31346777	LINC01521	1	7.22039941047914e-06
12106	34867	chr22:31496138-31496538	SFI1	0.986632949395548	1.82875936616256e-12
12107	34870	chr22:31753866-31754915	DEPDC5	0.994988512761104	1.11022302462516e-16
12108	34872	chr22:31944521-31944535	YWHAH	0.994685782478709	6.1630451911876e-05
12109	34892	chr22:32474810-32475257	FBXO7	0.99776587560621	0
12110	34913	chr22:35257492-35257493	HMGXB4	0.996063408914338	0
12111	34914	chr22:35299274-35299894	TOM1	0.988530233958046	2.98887421479321e-08
12112	34918	chr22:35381095-35381096	HMOX1	0.999574967973966	0
12113	34919	chr22:35400136-35400140	MCM5	0.999739685014462	2.54974930058438e-11
12114	34924	chr22:35648445-35648446	APOL6	0.967314712248591	1.26361476837644e-10
12115	34935	chr22:36253009-36253141	APOL1	0.998818745667746	1.11022302462516e-16
12116	34952	chr22:36860987-36863091	NCF4	0.997302619840548	4.42664614963562e-08
12117	34954	chr22:36913627-36922134	CSF2RB	0.999965644593308	5.73674441284311e-12
12118	34958	chr22:37019634-37024193	MPST	0.999862571290494	0
12119	34960	chr22:37051735-37051739	KCTD17	0.999862571290494	1.13386882794053e-06
12120	34968	chr22:37282474-37282508	CYTH4	0.983680052786284	1.56541446472147e-14
12121	34978	chr22:37608724-37609040	GGA1	0.974445185200539	0
12122	34979	chr22:37639668-37639669	SH3BP1	0.993004622274214	0
12123	34981	chr22:37658722-37664911	PDXP	1	7.66904906246424e-09
12124	34982	chr22:37675635-37675636	LGALS1	0.987726742758166	9.62296231588056e-09
12125	34980	chr22:37658376-37658377	NOL12	0.144812337805621	0.0418394362937053
12126	34983	chr22:37686342-37686360	NOL12	0.99957921310992	9.58044625520849e-07
12127	34984	chr22:37697047-37746238	TRIOBP	0.992543224728275	4.31823965474365e-09
12128	34985	chr22:37805092-37805093	H1F0	0.999948983496128	0
12129	34989	chr22:37848867-37849481	EIF3L	0.95224044836997	2.8247569298312e-05
12130	34991	chr22:37906296-37906297	MICALL1	0.99975950861215	6.25766105599723e-11
12131	34994	chr22:37953696-37953788	POLR2F	0.994147083746001	0
12132	34998	chr22:38057199-38057404	PICK1	0.999948983496128	2.63054023008635e-11
12133	35005	chr22:38201931-38213535	MAFF	0.999948983496128	0
12134	35014	chr22:38468077-38468096	KDELR3	1	0.00892913149888452
12135	35018	chr22:38656654-38665595	CBY1	0.999948983496128	0
12136	35022	chr22:38681956-38681957	TOMM22	0.979878157991016	9.28116727916262e-09
12137	35024	chr22:38705943-38705944	GTPBP1	0.990259815515329	3.40667383191828e-10
12138	35037	chr22:38952750-38957609	APOBEC3A	0.994501164788882	1.19674181675578e-08
12139	35040	chr22:39014256-39014257	APOBEC3C	0.997416155822218	1.99507077525141e-13
12140	35042	chr22:39040856-39040864	APOBEC3F	0.999948983496128	0
12141	35041	chr22:39021112-39021502	APOBEC3D	0.999862571290494	1.14999592626397e-06
12142	35043	chr22:39077274-39077275	APOBEC3G	0.995054423509815	0
12143	35044	chr22:39097223-39100279	APOBEC3H	1	0
12144	35051	chr22:39349924-39364170	SYNGR1	0.999862571290494	1.34409845400363e-05
12145	35052	chr22:39399779-39399784	TAB1	0.997026290984363	5.61861492509586e-06
12146	35053	chr22:39457011-39457012	MGAT3	1	0
12147	35055	chr22:39500099-39502377	MIEF1	0.999511864377695	4.57975768419772e-10
12148	35057	chr22:39519694-39520564	ATF4	0.974480786653785	3.69373642783444e-10
12149	35059	chr22:39570752-39570753	CACNA1I	0.99975950861215	2.35256258918071e-13
12150	35061	chr22:39901083-39946817	GRAP2	0.967305428252911	6.35029965395661e-05
12151	35066	chr22:40346499-40346528	ADSL	0.997827935935876	0
12152	35067	chr22:40370593-40370594	SGSM3	0.998538010914117	0
12153	35068	chr22:40388216-40388217	SGSM3	0.14541533720217	0.14687650670856
12154	35075	chr22:40857119-40857148	XPNPEP3	0.995659860921191	5.54334356195341e-13
12155	35077	chr22:40951377-40951378	RBX1	0.979100349585789	5.25098853287886e-11
12156	35078	chr22:41092591-41092592	EP300	0.980188044303105	1.66976602544722e-08
12157	35079	chr22:41183143-41183144	L3MBTL2	0.315930930389507	0.0660025125812538
12158	35081	chr22:41205311-41205312	L3MBTL2	0.998757469796437	2.71545719243704e-09
12159	35085	chr22:41301524-41301525	ZC3H7B	0.996135779908073	0
12160	35086	chr22:41367332-41381942	TEF	1	1.64301905414277e-12
12161	35090	chr22:41469116-41469130	ACO2	0.987514438196577	3.99543841589356e-06
12162	35096	chr22:41621118-41621983	XRCC6	0.969856642319129	1.85196302737722e-12
12163	35098	chr22:41699502-41699514	MEI1	0.99957921310992	1.38042756447909e-07
12164	35099	chr22:41800678-41800679	CCDC134	0.999240574883683	0
12165	35100	chr22:41833078-41833105	SREBF2	0.988677157918501	9.60612524192328e-07
12166	35108	chr22:41998787-42019713	WBP2NL	0.999380009683106	6.20836715370388e-12
12167	35112	chr22:42079699-42079700	SMDT1	0.996528922853448	0
12168	35125	chr22:42553861-42554021	SERHL2	0.999948983496128	0
12169	35137	chr22:43151546-43151935	TSPO	0.978791667453431	6.49424958254485e-12
12170	35152	chr22:43955441-43955442	SAMM50	0.997760355531002	0
12171	35153	chr22:43999210-44069061	PARVB	0.998976832298039	1.47648229864572e-07
12172	35155	chr22:44139364-44139365	PARVG	0.131991172708518	0.103733910166881
12173	35156	chr22:44172955-44181861	PARVG	0.97142098292148	5.45943290575224e-11
12174	35164	chr22:44668546-44702204	PRR5	0.997926149905267	2.55127119430654e-09
12175	35170	chr22:45163924-45164646	NUP50	0.986339610926122	6.2498271751199e-06
12176	35174	chr22:45284948-45284991	UPK3A	1	5.45634574744547e-07
12177	35175	chr22:45308981-45310124	FAM118A	0.999025828004919	0
12178	35181	chr22:45657018-45657019	ATXN10	0.0503300156188498	0.408812258441406
12179	35190	chr22:46054459-46054460	PRR34-AS1	1	9.76510539096864e-10
12180	35193	chr22:46085996-46086003	MIRLET7BHG	0.999380009683106	4.59813588316038e-07
12181	35194	chr22:46150595-46176748	PPARA	0.998100924204704	0
12182	35198	chr22:46268007-46268040	TTC38	0.99931800459721	0
12183	35197	chr22:46263342-46263343	GTSE1	0.696312103922364	7.05669765066474e-07
12184	35200	chr22:46296869-46296870	GTSE1	1	1.66355818009833e-12
12185	35201	chr22:46335713-46336145	TRMU	0.997302619840548	3.2245317527213e-12
12186	35207	chr22:46762616-46773927	TBC1D22A	0.923667120040906	1.6194594887331e-08
12187	35241	chr22:49853843-49853844	ZBED4	0.99740392408177	2.34257058195908e-14
12188	35244	chr22:49918634-49918733	CRELD2	0.99957921310992	3.28646672712596e-05
12189	35246	chr22:49960771-49960772	PIM3	0.995636569492272	2.39274156044189e-11
12190	35253	chr22:50185914-50193014	TRABD	0.981983631767139	4.86499729390744e-13
12191	35267	chr22:50343303-50372072	PPP6R2	0.932480387614594	2.77242673263345e-11
12192	35272	chr22:50508223-50508260	NCAPH2	0.999948983496128	1.64413482828252e-10
12193	35279	chr22:50545898-50548033	KLHDC7B	1	0
12194	34434	chr22:17628746-17628749	ATP6V1E1	0.989128180122595	0.000303867065262087
12195	34436	chr22:17774015-17774665	BID	0.987163801450041	1.58595581112309e-10
12196	34467	chr22:19048374-19048375	DGCR11	1	0
12197	34470	chr22:19122411-19122454	DGCR2	0.983592040047584	4.49582688102357e-05
12198	34473	chr22:19144650-19144651	DGCR2	0.00382285678622837	0.543745936917539
12199	34476	chr22:19178520-19178736	SLC25A1	0.999380009683106	1.33030801929834e-08
12200	34478	chr22:19207673-19291719	CLTCL1	0.999894819878752	3.1304167036339e-09
12201	34480	chr22:19431695-19431733	HIRA	0.999023513826903	3.80572279246039e-08
12202	34482	chr22:19447691-19448232	C22orf39	0.999433189387959	1.19526358810518e-08
12203	34495	chr22:19854842-19854939	GNB1L	0.999739685014462	3.78654996247008e-10
12204	34497	chr22:19881163-19941820	TXNRD2	0.996797063380598	0
12205	34499	chr22:19987092-20016823	ARVCF	0.999948983496128	2.22044604925031e-16
12206	34506	chr22:20117221-20117392	TRMT2A	0.996079838166619	0
12207	34513	chr22:20320008-20320060	DGCR6L	0.998005538794121	9.735545702938e-13
12208	34520	chr22:20437824-20437826	SCARF2	0.999739685014462	4.04286660046216e-05
12209	34521	chr22:20495794-20495795	KLHL22	0.986810019788144	0
12210	34534	chr22:21002117-21002196	THAP7	0.996976901690424	7.83362263945264e-12
12211	34552	chr22:21630034-21630064	YDJC	0.99957921310992	4.99214769522638e-09
12212	34558	chr22:21710848-21735794	YPEL1	0.999305821877944	2.14026574241188e-11
12213	34561	chr22:21867439-21867680	MAPK1	0.96411271884347	2.0153061330852e-08
12214	34563	chr22:21938583-21952848	PPM1F	0.994207931356357	9.13782849387701e-09
12215	34564	chr22:21982749-21982816	TOP3B	0.999739685014462	9.51374534707838e-11
12216	34677	chr22:23632022-23632321	DRICH1	1	0
12217	34679	chr22:23751111-23751112	ZNF70	1	0
12218	34680	chr22:23754408-23754425	VPREB3	0.999895882138299	9.16788867044716e-12
12219	34682	chr22:23767875-23768443	CHCHD10	0.982037442431857	1.18460796727504e-13
12220	34695	chr22:23974458-23979828	DDT	0.994471570014531	0
12221	34703	chr22:24494799-24495074	ADORA2A-AS1	0.999948983496128	0
12222	34706	chr22:24555088-24555935	GUCD1	0.999645766903515	0
12223	34727	chr22:25362556-25381577	LRP5L	0.999240574883683	4.80182560380626e-12
12224	34744	chr22:26479680-26483812	HPS4	0.998020095671805	0
12225	34746	chr22:26510706-26512499	TFIP11	0.999380009683106	1.31057753538499e-09
12226	34748	chr22:26565367-26596717	TPST2	0.993776252924124	0
12227	34776	chr22:27801755-27801756	MN1	1	0
12228	34777	chr22:27919198-27919306	PITPNB	0.988606475789708	9.52195233772102e-09
12229	34779	chr22:28306644-28679865	TTC28	0.999789628692318	0
12230	34780	chr22:28734720-28741838	CHEK2	0.999862571290494	1.14238733550653e-06
12231	34783	chr22:28800132-28800597	XBP1	0.972586397939537	1.23663161932797e-08
12232	34794	chr22:29267980-29267981	RHBDD3	0.999739685014462	0
12233	34797	chr22:29315691-29315697	RASL10A	1	0
12234	34799	chr22:29367274-29423179	AP1B1	0.992864628919663	0
12235	34801	chr22:29441677-29441678	RFPL1S	1	0
12236	34805	chr22:29553654-29553782	THOC5	0.99957921310992	9.81437153768638e-14
12237	34806	chr22:29581112-29581113	NIPSNAP1	0.997302619840548	3.11151104881446e-12
12238	34811	chr22:29767006-29767007	ZMAT5	0.999380009683106	0
12239	34814	chr22:29838273-29838304	ASCC2	0.987446322012145	3.64580393652503e-08
12240	34818	chr22:30080229-30080438	HORMAD2-AS1	0.999862571290494	0
12241	34823	chr22:30265817-30266851	OSM	0.999862571290494	0
12242	34825	chr22:30307889-30327046	TBC1D10A	0.999380009683106	2.22044604925031e-16
12243	34827	chr22:30356893-30356894	SF3A1	0.990422923866688	9.94952031874163e-09
12244	34828	chr22:30374877-30387411	RNF215	0.99985832182127	8.74855743404623e-14
12245	34839	chr22:30591857-30607083	PES1	0.99809664773771	0
12246	34843	chr22:30667842-30667890	DUSP18	0.999687635573238	1.73194791841524e-14
12247	34846	chr22:30968200-30968774	MORC2	0.996805820542273	4.30360101999483e-08
12248	34859	chr22:31292478-31292534	PIK3IP1	0.952465406072694	0.000330534671845295
12249	34861	chr22:31345775-31346346	PATZ1	0.998320737690054	2.19935181178244e-13
12250	34863	chr22:31399603-31508285	EIF4ENIF1	0.185484622688562	0.137469238729489
12251	34865	chr22:31488744-31489842	EIF4ENIF1	0.99742478403616	1.07799769111239e-10
12252	34868	chr22:31628220-31662432	PISD	0.997982469969894	5.55111512312578e-16
12253	34869	chr22:31750131-31750132	PRR14L	0.991255644801486	0
12254	34890	chr22:32412246-32412247	RTCB	0.988207970583826	0
12255	34932	chr22:36149125-36166177	APOL3	0.985316179575218	0
12256	34933	chr22:36204742-36204840	APOL4	1	7.66904906246424e-09
12257	34934	chr22:36239526-36239954	APOL2	0.997992849386239	3.6937120029279e-12
12258	34936	chr22:36335420-36335421	MYH9	0.104185149544175	0.336516073014754
12259	34937	chr22:36365111-36388067	MYH9	0.885729822646994	1.52675448950035e-08
12260	34939	chr22:36454943-36454944	TXN2	0.192222741641378	0.0424109272029305
12261	34940	chr22:36481339-36481640	TXN2	0.992098025463838	7.86992693235788e-12
12262	34941	chr22:36506529-36507101	FOXRED2	0.999948983496128	2.93974092846483e-08
12263	34942	chr22:36528896-36529166	EIF3D	0.972945203607939	1.35913502674612e-12
12264	34949	chr22:36776118-36776153	IFT27	0.998582879325734	4.16733128782987e-07
12265	34957	chr22:37019446-37020183	TST	0.999948983496128	5.39235323060439e-13
12266	34963	chr22:37149915-37149916	IL2RB	0.998859689672121	0
12267	34965	chr22:37188235-37188286	C1QTNF6	0.999739685014462	8.97039054148507e-09
12268	34966	chr22:37210964-37212477	SSTR3	1	0
12269	34967	chr22:37244247-37244448	RAC2	0.913414307773	2.08890085229285e-08
12270	34973	chr22:37486383-37486387	MFNG	0.99645978358279	3.21245261059033e-07
12271	34977	chr22:37580086-37580087	LGALS2	0.999248345128249	0
12272	34988	chr22:37843881-37849327	ANKRD54	0.999240574883683	3.2716496178864e-11
12273	34990	chr22:37876147-37876148	ANKRD54	0.558509737747718	6.3318433270787e-05
12274	34993	chr22:37953595-37953669	C22orf23	0.999948983496128	8.62043194604922e-08
12275	34995	chr22:37984554-37987422	SOX10	1	0.00141806632782737
12276	35002	chr22:38110644-38110684	BAIAP2L2	1	7.66904906246424e-09
12277	35003	chr22:38130215-38130216	PLA2G6	0.180245835819992	0.0710909202301778
12278	35004	chr22:38181706-38214778	PLA2G6	0.99957921310992	9.4135810257967e-13
12279	35007	chr22:38272663-38273010	TMEM184B	0.996566630373764	1.01918473660589e-13
12280	35008	chr22:38317410-38318084	CSNK1E	0.998171692977503	1.09838884654323e-08
12281	35015	chr22:38506236-38506337	DDX17	0.819081401195206	0.0227541892141803
12282	35016	chr22:38568408-38570184	DMC1	1	1.64301905414277e-12
12283	35023	chr22:38700666-38700667	JOSD1	0.99910474467282	0
12284	35028	chr22:38739002-38739003	JOSD1	0.0292618266285014	0.509786311517071
12285	35029	chr22:38742624-38742625	SUN2	0.143539812493784	0.0887082762078901
12286	35031	chr22:38755527-38794143	SUN2	0.932673646900913	1.19632856843133e-06
12287	35032	chr22:38794142-38794198	DNAL4	0.999948983496128	0
12288	35033	chr22:38843857-38844028	NPTXR	0.999862571290494	0.00099937764490754
12289	35034	chr22:38872215-38872216	CBX6	0.990431453362725	9.65816478792902e-07
12290	35046	chr22:39152443-39152680	CBX7	0.998768817038329	0
12291	35050	chr22:39318613-39319623	RPL3	0.834438027984857	0.110209995985168
12292	35058	chr22:39532747-39532748	RPS19BP1	0.989972139958571	0.000377126498445124
12293	35073	chr22:40780193-40819399	SLC25A17	0.99879545684129	0
12294	35074	chr22:40856564-40856639	ST13	0.987507554360493	7.65787433465448e-12
12295	35084	chr22:41282513-41286251	RANGAP1	0.996994907676017	0
12296	35088	chr22:41446800-41446801	TOB2	0.991456317544737	1.7457146839206e-12
12297	35089	chr22:41468691-41468692	PHF5A	0.999140893312203	0
12298	35091	chr22:41544461-41544606	POLR3H	0.999240574883683	0
12299	35094	chr22:41589839-41589840	PMM1	0.998538010914117	0
12300	35095	chr22:41621042-41621043	DESI1	0.997302619840548	1.5069945291657e-11
12301	35097	chr22:41682621-41690504	SNU13	0.939785705742135	6.8544170339635e-10
12302	35102	chr22:41914666-41914667	SHISA8	1	0
12303	35103	chr22:41926817-41926818	TNFRSF13C	0.999263705959199	1.22124532708767e-15
12304	35104	chr22:41940218-41947152	CENPM	1	5.10293848288157e-08
12305	35109	chr22:42070811-42070842	NAGA	0.999380009683106	0
12306	35113	chr22:42087334-42090884	NDUFA6	0.992287013201096	0
12307	35119	chr22:42210207-42215442	TCF20	0.996061333663338	0
12308	35122	chr22:42432394-42432395	NFAM1	0.995351804520388	6.34274188726636e-10
12309	35124	chr22:42519795-42519796	RRP7A	0.998870188695188	2.55717669261912e-12
12310	35126	chr22:42614856-42614962	POLDIP3	0.998615324666175	3.94017374283351e-10
12311	35127	chr22:42615243-42615244	POLDIP3	0.000185924097429759	0.6013922577525
12312	35128	chr22:42636889-42649392	CYB5R3	0.997302619840548	0
12313	35129	chr22:42640600-42640601	CYB5R3	0.164846265109562	0.0263899300436792
12314	35131	chr22:42857238-42857273	ARFGAP3	0.997557250313458	0
12315	35132	chr22:42947040-43015149	PACSIN2	0.980647450142718	7.57267356932267e-07
12316	35134	chr22:43075585-43089391	TTLL1	0.999948983496128	0
12317	35136	chr22:43143363-43143398	MCAT	0.999948983496128	6.94244661758603e-12
12318	35138	chr22:43171749-43187134	TTLL12	0.999380009683106	0
12319	35167	chr22:45008992-45010005	PHF21B	1	1.64301905414277e-12
12320	35169	chr22:45163780-45163781	KIAA0930	0.155502517306457	0.11712858909841
12321	35172	chr22:45212416-45240769	KIAA0930	0.99877899832364	6.61692922676593e-14
12322	35176	chr22:45413598-45413619	SMC1B	0.999948983496128	4.41778952753324e-07
12323	35185	chr22:45972714-45977162	WNT7B	1	0
12324	35187	chr22:46044852-46044853	LINC00899	1	0
12325	35189	chr22:46054143-46054144	PRR34	1	1.64301905414277e-12
12326	35196	chr22:46248284-46250293	CDPF1	0.99957921310992	0
12327	35205	chr22:46738251-46738252	CERK	0.99197616890033	0
12328	35206	chr22:46762562-46762563	CERK	0.0778005042216623	0.352123055052116
12329	35233	chr22:49615715-49615716	C22orf34	0.0899994896726391	0.299078531091175
12330	35234	chr22:49624919-49657504	C22orf34	0.969835590150553	1.48959733436982e-11
12331	35238	chr22:49824803-49827512	BRD1	0.983101702553815	2.95594659860399e-11
12332	35243	chr22:49918437-49918438	ALG12	0.999140893312203	2.02131140347728e-06
12333	35249	chr22:50085353-50085902	MLC1	1	0
12334	35259	chr22:50244970-50245023	TUBGCP6	0.998976832298039	2.17094120458228e-11
12335	35260	chr22:50251031-50251405	HDAC10	0.999645766903515	5.56180657085292e-11
12336	35262	chr22:50270379-50270380	MAPK11	1	0
12337	35263	chr22:50280977-50307646	PLXNB2	0.995873550611356	2.54022514134533e-08
12338	35266	chr22:50327011-50327012	DENND6B	1	0
12339	35268	chr22:50474941-50475035	SBF1	0.999789628692318	0.00186326694704197
12340	35271	chr22:50507683-50507702	LMF2	0.996912917195907	0
12341	35274	chr22:50525603-50526461	SCO2	0.994447509844202	2.88481152033171e-06
12342	35277	chr22:50541107-50541108	SCO2	0.392900572104579	0.00536202983000156
12343	35275	chr22:50529995-50530032	TYMP	0.979699968877871	0.369233966571976
12344	35276	chr22:50532076-50532579	ODF3B	0.997476783361897	7.60303597857614e-10
12345	35278	chr22:50542905-50542906	ODF3B	0.304653409667458	0.0112732884403286
12346	35281	chr22:50577914-50578455	CPT1B	0.999862571290494	1.16667859817454e-08
12347	35282	chr22:50582998-50582999	CHKB	0.994867168138382	0
12348	35283	chr22:50583119-50584554	CHKB	0.132750863835426	0.0721303782476855
12349	35286	chr22:50628151-50628173	ARSA	0.999433189387959	6.50035580918029e-13
12350	35292	chr22:50783620-50783663	RABL2B	0.998860645806415	2.43750851725011e-08
12351	35293	chrX:276321-281462	PLCXD1	0.999579235251937	2.71893618730701e-13
12352	35295	chrX:320989-320990	LINC00685	0.999553372630993	3.33066907387547e-16
12353	35302	chrX:1268799-1282686	CSF2RA	0.997429332485225	1.12815616848394e-08
12354	35303	chrX:1336615-1336785	IL3RA	0.997699837137401	5.11801712121951e-12
12355	35305	chrX:1396426-1397025	LINC00106	0.999140893312203	0
12356	35306	chrX:1401810-1403510	ASMTL-AS1	0.999948983496128	0
12357	35309	chrX:1591603-1591625	AKAP17A	0.990472068197541	0
12358	35317	chrX:2691186-2691361	CD99	0.975423054843866	7.08692779880504e-05
12359	35319	chrX:2828821-2842991	GYG2	1	1.64301905414277e-12
12360	35328	chrX:3659486-3659487	PRKX-AS1	0.999895882138299	0
12361	35336	chrX:7147290-7219456	STS	0.998928159957001	2.42611093437262e-08
12362	35350	chrX:9463294-9560465	TBL1X	0.962376851804738	1.93033923551189e-05
12363	35354	chrX:10015561-10015562	WWC3	0.998320737690054	7.36077865326479e-14
12364	35359	chrX:11111137-11111220	HCCS	0.182557383167395	0.136610351084993
12365	35360	chrX:11111300-11111342	HCCS	0.999739685014462	0
12366	35364	chrX:11758158-11760093	MSL3	0.980402167293258	6.81528299462109e-07
12367	35365	chrX:11822422-12498673	FRMPD4	1	0
12368	35367	chrX:12791369-12791488	PRPS2	0.998772902566214	1.44457081852067e-08
12369	35368	chrX:12867071-12867072	TLR7	0.998768817038329	1.40887301824932e-13
12370	35369	chrX:12906619-12906639	TLR8	0.999380009683106	9.74662017760863e-10
12371	35371	chrX:12975109-12975658	TMSB4X	0.81126620424586	0.199856196997541
12372	35379	chrX:13655294-13659687	TCEANC	0.999862571290494	3.53108386974554e-09
12373	35380	chrX:13689127-13689186	RAB9A	0.997728848567936	4.07913181010855e-09
12374	35382	chrX:13734744-13734898	OFD1	0.976527966152004	8.36968276907157e-08
12375	35389	chrX:14873420-14873529	MOSPD2	0.999140893312203	0
12376	35399	chrX:15738269-15749970	CA5B	0.980878452454505	3.66178387611882e-09
12377	35401	chrX:15790471-15790472	ZRSR2	0.990274996043403	1.07533003135263e-06
12378	35408	chrX:16719611-16719612	SYAP1	0.990108609275636	4.98756591582605e-12
12379	35409	chrX:16786431-16786466	TXLNG	0.994889671518407	0
12380	35411	chrX:16946657-16946862	REPS2	0.999739685014462	9.15956976932364e-10
12381	35415	chrX:17737448-17737493	SCML1	0.995991222832936	0
12382	35420	chrX:18425582-18442188	CDKL5	0.998148470676582	7.78383901778312e-09
12383	35422	chrX:18690912-18690926	PPEF1	0.999948983496128	0.00104903957018165
12384	35428	chrX:19343892-19355582	PDHA1	0.992922607390749	0
12385	35440	chrX:21372800-21374794	CNKSR2	0.996924235148997	1.57772952169566e-06
12386	35443	chrX:21839616-21839654	MBTPS2	0.999973971550901	0
12387	35444	chrX:21855986-21855987	YY2	1	0
12388	35445	chrX:21940708-21940715	SMS	0.997709895456346	0
12389	35454	chrX:23667492-23667551	PRDX4	0.999433189387959	0
12390	35456	chrX:23782955-23782956	SAT1	0.126088564032413	0.289887524194973
12391	35457	chrX:23783172-23783173	SAT1	0.979701077092591	0.029668042057472
12392	35458	chrX:23907800-23908054	CXorf58	0.999553372630993	8.79971913148037e-06
12393	35461	chrX:24054955-24054956	EIF2S3	0.966071235506235	2.44923648551332e-06
12394	35462	chrX:24149644-24172715	ZFX	0.982877397972512	3.69671782074477e-09
12395	35464	chrX:24465220-24465286	PDK3	0.993687066724739	0
12396	35467	chrX:24693918-24693947	POLA1	0.998343848962751	7.7715611723761e-16
12397	35490	chrX:30653358-30653538	GK	0.98904970738981	3.95807584485652e-08
12398	35512	chrX:37349274-37349379	PRRG1	1	0.000143540578803725
12399	35515	chrX:37780010-37780011	CYBB	0.995032122765647	0.0304338134337854
12400	35528	chrX:38801431-38803733	MID1IP1	0.996339318344732	1.6383856493718e-09
12401	35539	chrX:40580893-40581036	ATP6AP2	0.991680037829986	6.66133814775094e-16
12402	35546	chrX:41085444-41085635	USP9X	0.96315767563177	0
12403	35548	chrX:41333283-41341070	DDX3X	0.964571897421769	1.96502998095482e-07
12404	35549	chrX:41447433-41447460	NYX	1	0
12405	35552	chrX:41688972-41689051	GPR34	0.999948983496128	0
12406	35553	chrX:41724180-41724181	GPR82	0.999948983496128	0
12407	35567	chrX:44873176-44873552	KDM6A	0.92609872636936	4.05672610725993e-06
12408	35577	chrX:46447291-46448233	KRBOX4	0.994985071805515	4.13282741362764e-11
12409	35580	chrX:46573764-46573765	CHST7	0.999948983496128	1.96660465690002e-11
12410	35582	chrX:46837042-46837043	RP2	0.998006202508308	0
12411	35584	chrX:46912275-46912421	JADE3	0.999895882138299	0
12412	35587	chrX:47145220-47145447	RBM10	0.996182086062682	0
12413	35588	chrX:47190860-47208562	UBA1	0.990661207303789	0
12414	35590	chrX:47218232-47223018	CDK16	0.999862571290494	0
12415	35591	chrX:47232689-47232866	USP11	0.991668849431548	4.32986979603811e-15
12416	35596	chrX:47561099-47561222	ARAF	0.991168133852237	0
12417	35597	chrX:47582407-47582450	TIMP1	0.993655972270228	3.05875265338429e-07
12418	35601	chrX:47659090-47672574	UXT-AS1	1	7.66904906246424e-09
12419	35603	chrX:47836901-47836946	ZNF81	0.997872557785367	4.52487824986747e-10
12420	35617	chrX:48476020-48476199	FTSJ1	0.999862571290494	2.95748640022353e-08
12421	35619	chrX:48508961-48509821	PORCN	1	0
12422	35620	chrX:48521807-48521808	EBP	0.998320737690054	1.11022302462516e-16
12423	35621	chrX:48539713-48539714	TBC1D25	0.999140893312203	0
12424	35622	chrX:48574483-48575899	RBM3	0.951479602168849	5.96169906774691e-08
12425	35625	chrX:48597491-48597492	WDR13	0.999789628692318	1.12132525487141e-14
12426	35626	chrX:48683778-48683779	WAS	0.985420061636196	9.23460197199688e-11
12427	35631	chrX:48802015-48802207	HDAC6	0.999479389008178	3.96182930906264e-09
12428	35634	chrX:48890196-48898256	PQBP1	0.992136157219534	0
12429	35642	chrX:49053571-49059015	CCDC120	0.999739685014462	6.32786933962848e-10
12430	35646	chrX:49162563-49163932	MAGIX	1	1.64301905414277e-12
12431	35647	chrX:49171897-49171926	PLP2	0.988402306286717	3.88578058618805e-15
12432	35652	chrX:49235469-49235470	CCDC22	0.999894819878752	1.11022302462516e-16
12433	35654	chrX:49269792-49280776	PPP1R3F	0.99879545684129	0
12434	35658	chrX:49303668-49303669	GAGE10	0.999948983496128	7.66053886991358e-15
12435	35674	chrX:49879483-49879484	USP27X	0.999948983496128	0
12436	35677	chrX:50204764-50284536	CCNB3	1	0.000370197764702707
12437	35692	chrX:51743441-51743442	GSPT2	0.999023513826903	0
12438	35693	chrX:51803006-51893639	MAGED1	0.997458782475887	1.48073775463331e-11
12439	35713	chrX:53082366-53082367	TSPYL2	0.995636569492272	0
12440	35714	chrX:53094147-53094148	KANTR	0.995213470827522	0
12441	35720	chrX:53422855-53422890	RIBC1	1	1.64301905414277e-12
12442	35727	chrX:54440403-54440404	TSR2	0.99957921310992	1.83186799063151e-14
12443	35729	chrX:54530210-54530219	GNL3L	0.996701604611805	3.23563686954742e-09
12444	35731	chrX:54807598-54809060	MAGED2	0.997484272744117	2.66453525910038e-15
12445	35742	chrX:55452126-55452127	MAGEH1	0.99957921310992	0
12446	35745	chrX:55717738-55717885	RRAGB	0.998818907186175	5.34505772975535e-12
12447	35748	chrX:56563638-56563639	UBQLN2	0.997302619840548	1.1006762168364e-10
12448	35782	chrX:68498781-68499051	YIPF6	0.998643855811149	3.14615000718277e-12
12449	35783	chrX:68647668-68693651	STARD8	1	0
12450	35784	chrX:68829020-68829021	EFNB1	1	0
12451	35793	chrX:70133446-70133449	IGBP1	0.990821983880545	0
12452	35799	chrX:70268304-70268335	ARR3	1	0
12453	35802	chrX:70290103-70290104	KIF4A	1	9.03822316988823e-09
12454	35805	chrX:70444834-70455096	DLG3	0.999862571290494	0
12455	35810	chrX:71095850-71096529	FOXO4	1	0
12456	35813	chrX:71118555-71118695	MED12	0.997760355531002	6.78870704096113e-09
12457	35814	chrX:71144830-71144862	NLGN3	1	0
12458	35818	chrX:71283191-71283635	NONO	0.981093768179025	1.25799370920276e-12
12459	35819	chrX:71301749-71301787	ITGB1BP2	1	0
